"","nGene","nReads","orig.ident","percent.mito","percent.ERCC","percent.ribo","res.0.6","plate","cell_ontology_class","tsne_1","tsne_2","tsne_3"
"P7.MAA000574.3_8_M.1.1",3875,2779751,"Combined",0,0.0018184331813783,0.00160805770013213,"7","MAA000574","udf",0.251355821837734,7.18693098285819,25.9772057844908
"H8.MAA000574.3_8_M.1.1",6374,2758471,"Combined",0,0.00266356887135111,0.00828901228252898,"5","MAA000574","udf",-17.6036089252276,3.01662123349872,-21.7481085354055
"J1.MAA000574.3_8_M.1.1",1184,527981,"Combined",0,0.0971797822551824,0.000784119125498834,"7","MAA000574","pancreatic acinar cell",-13.2530348988021,20.4703482893316,4.64989153019671
"K9.MAA000574.3_8_M.1.1",7243,2663528,"Combined",0,0.00398737412548318,0.0144530111941755,"5","MAA000574","udf",-17.4381320806681,2.19199330794257,-23.3060213396473
"L14.MAA000574.3_8_M.1.1",234,138160,"Combined",0,0.510834159467498,0.00499420961204401,"0","MAA000574","udf",-6.77189662743227,-6.94084864284388,22.1448576865709
"M21.MAA000574.3_8_M.1.1",3394,2471617,"Combined",0,0.0102232708860435,0.00412725758076595,"12","MAA000574","udf",-5.11079951979015,-32.3866711581055,1.9014186251955
"E17.MAA000574.3_8_M.1.1",186,246,"Combined",0,0.9984779959042,0.032520325203252,"6","MAA000574","udf",-18.7023834792719,-13.7089533562324,6.38096736540545
"F21.MAA000574.3_8_M.1.1",3660,2165109,"Combined",0,0.01513835813407,0.0146205110227707,"5","MAA000574","udf",-19.8533154277785,0.326105028878602,-20.5914588519162
"O6.MAA000574.3_8_M.1.1",5963,2363053,"Combined",0,0.00379628154117648,0.0085258350108948,"5","MAA000574","udf",-17.6389009765988,2.78262429484762,-22.006350650067
"E18.MAA000574.3_8_M.1.1",1291,730618,"Combined",0,0.027844011794386,0.00166845054460744,"7","MAA000574","pancreatic acinar cell",-8.94983743374946,14.484330473031,17.719854137181
"F22.MAA000574.3_8_M.1.1",3896,1717223,"Combined",0,0.0148227829219878,0.0164457382646284,"5","MAA000574","pancreatic ductal cell",-18.9922468070777,0.681831142734674,-20.4616060837671
"P8.MAA000574.3_8_M.1.1",190,283,"Combined",0,0.997612781320646,0.0141342756183746,"6","MAA000574","udf",-18.7092803948344,-13.4386433598575,6.02906006801471
"H9.MAA000574.3_8_M.1.1",3292,1321314,"Combined",0,0.0135693435561296,0.00204493405806644,"7","MAA000574","pancreatic acinar cell",-13.9980903394486,21.9498884141499,2.15824153632574
"J4.MAA000574.3_8_M.1.1",1932,882725,"Combined",0,0.027525310947329,0.000321731003426888,"7","MAA000574","pancreatic acinar cell",-11.0315902895945,18.6425232056921,9.59901391877512
"K10.MAA000574.3_8_M.1.1",222,365,"Combined",0,0.0161725067385445,0.0328767123287671,"6","MAA000574","udf",-16.827379078239,-16.7785867622455,4.18762646740129
"L15.MAA000574.3_8_M.1.1",5981,2605413,"Combined",0,0.00507731099560891,0.0134658113704046,"5","MAA000574","udf",-18.0070682793754,1.54294464955551,-22.6887111296912
"M22.MAA000574.3_8_M.1.1",3408,2922227,"Combined",0,0.00872606091485238,0.00767736387351154,"5","MAA000574","udf",-18.7464984909734,3.48453421365873,-16.8542893301776
"O7.MAA000574.3_8_M.1.1",241,335338,"Combined",0,0.12534820394579,0.00217690807483792,"0","MAA000574","udf",-2.67577469206538,-1.6868370019453,26.112644385566
"P9.MAA000574.3_8_M.1.1",604,311408,"Combined",0,0.0509007677326742,0.00042709243179366,"0","MAA000574","pancreatic acinar cell",-6.96326861225967,2.18867738562744,24.4558448530081
"H10.MAA000574.3_8_M.1.1",6601,2593299,"Combined",0,0.00287261080372351,0.00762773594560442,"5","MAA000574","udf",-17.5061474778969,2.96012066288418,-22.0275643405365
"J5.MAA000574.3_8_M.1.1",307,423479,"Combined",0,0.149831764743672,0.000956363833861892,"0","MAA000574","udf",-2.92116271371019,-2.39059655010522,25.8807116592903
"K11.MAA000574.3_8_M.1.1",1238,4060,"Combined",0,0.974097396341736,0.012807881773399,"12","MAA000574","udf",-6.79366182735599,-32.313871865107,2.89898242266959
"L16.MAA000574.3_8_M.1.1",338,274675,"Combined",0,0.156975762765445,0.00518794939473924,"0","MAA000574","udf",-6.15461938713848,-3.99782663833356,24.1197547896979
"E20.MAA000574.3_8_M.1.1",5653,2206786,"Combined",0,0.00348250483856838,0.00524926295526616,"5","MAA000574","udf",-17.7321874714485,3.01947266477585,-21.2552235353849
"G3.MAA000574.3_8_M.1.1",1385,432378,"Combined",0,0.107602891976067,0.0115639556129128,"6","MAA000574","leukocyte",-24.7774673132467,-12.2517920733937,4.86755394487761
"N2.MAA000574.3_8_M.1.1",2676,1226904,"Combined",0,0.00585594235944158,0.0023481869812145,"10","MAA000574","endothelial cell",-32.0548084118876,5.43107418174995,-4.90760218027178
"P10.MAA000574.3_8_M.1.1",969,282167,"Combined",0,0.236085767658445,0.00233549635499545,"7","MAA000574","pancreatic acinar cell",-12.0441899185824,15.3316595467072,12.850593030828
"O8.MAA000574.3_8_M.1.1",3211,875659,"Combined",0,0.0265415203872227,0.00382569013737083,"2","MAA000574","type B pancreatic cell",9.640026386693,-17.6707692759376,-18.7683117792466
"G6.MAA000574.3_8_M.1.1",189,132812,"Combined",0,0.429558076306894,0.00703249706351836,"0","MAA000574","udf",-5.84857343881351,-6.06804557131045,23.1345937217715
"H13.MAA000574.3_8_M.1.1",255,329993,"Combined",0,0.343432092526308,0.00458797610858412,"0","MAA000574","udf",-2.86814731471871,-3.75614978866463,25.1491250050032
"E21.MAA000574.3_8_M.1.1",382,462780,"Combined",0,0.192161462970139,0.00210251091231255,"0","MAA000574","udf",-1.96498904710122,1.04384693478529,26.8511846859983
"J6.MAA000574.3_8_M.1.1",354,597372,"Combined",0,0.0987036657050779,0.00160703883007573,"0","MAA000574","udf",-0.826204512258708,-1.64315639018878,26.4873943307573
"O9.MAA000574.3_8_M.1.1",178,478166,"Combined",0,0.198860028449025,0.00376020043248579,"0","MAA000574","udf",-1.61726095671682,-3.21133380712383,25.7731644469156
